"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Houston","Tennessee",2180,865,68.9,27.3,95.1,35271
"Houston","Texas",6205,1978,74.7,23.8,67,33119
"Howard","Arkansas",3155,1350,67.5,28.9,71.8,35879
"Howard","Indiana",23675,11215,64.4,30.5,88.6,43590
"Howard","Iowa",2611,1674,57.9,37.1,98.1,46429
"Howard","Maryland",44792,93808,30.6,64.1,62.2,109865
"Howard","Missouri",3277,1279,67.6,26.4,91.8,42747
"Howard","Nebraska",2284,544,77.2,18.4,97.6,49088
"Howard","Texas",6635,1768,76.3,20.3,74.1,45612
"Howell","Missouri",13888,2880,79.7,16.5,96.3,32533
"Hubbard","Minnesota",7269,3432,63.6,30,94.5,45961
"Hudson","New Jersey",44911,148009,22.6,74.5,54,58442
"Hudspeth","Texas",503,324,57.7,37.2,78.8,22545
"Huerfano","Colorado",1875,1631,49.7,43.2,82.8,33298
"Hughes","Oklahoma",3387,961,74.9,21.2,68.1,34619
"Hughes","South Dakota",5174,2449,63.3,30,85.7,59338
"Humboldt","California",10883,19596,32.4,58.3,81.7,41426
"Humboldt","Iowa",3564,1251,70.8,24.9,96,47897
"Humboldt","Nevada",4521,1386,70.3,21.5,79,59472
"Humphreys","Mississippi",924,2652,25.7,73.7,23.5,23600
"Humphreys","Tennessee",4928,1967,69,27.6,95.1,42846
"Hunt","Texas",23866,6301,76.5,20.2,81.6,44858
"Hunterdon","New Jersey",38565,28797,54.6,40.8,91.4,106143
"Huntingdon","Pennsylvania",14369,4487,73.7,23,92.5,44183
"Huntington","Indiana",11649,3506,72.9,21.9,97.1,46148
"Huron","Michigan",10629,4579,67.1,28.9,97.5,40204
"Huron","Ohio",15930,7080,65.5,29.1,94.9,49404
"Hutchinson","South Dakota",2517,692,74.8,20.6,97.4,42451
"Hutchinson","Texas",7039,854,86.6,10.5,85.5,44731
"Hyde","North Carolina",1275,956,56.1,42.1,64,42279
"Hyde","South Dakota",543,125,78.7,18.1,89.1,47813
"Iberia","Louisiana",20903,10698,64.4,33,62.2,44262
"Iberville","Louisiana",7320,8324,45.6,51.9,48.8,45368
"Ida","Iowa",2655,792,74,22.1,98.1,43449
"Idaho","Idaho",6441,1196,78.3,14.5,93.8,37349
"Imperial","California",5607,14331,26.9,68.7,58.8,41807
"Independence","Arkansas",9925,2878,73,21.2,91.9,35026
"Indian River","Florida",48564,28997,60.8,36.3,84.3,44772
"Indiana","Pennsylvania",24920,11468,66.1,30.4,94.9,43997
"Ingham","Michigan",44354,81266,33.2,60.9,76.2,45321
"Inyo","California",3328,2499,53.2,39.9,74.1,44796
"Ionia","Michigan",16374,8206,62.1,31.1,91.6,47892
"Iosco","Michigan",8344,4344,62.5,32.5,96.4,36236
"Iowa","Iowa",5193,3070,59.1,34.9,97.8,58008
"Iowa","Wisconsin",4809,6669,39.7,55,97.6,55659
"Iredell","North Carolina",54164,24441,67.1,30.3,80.7,50329
"Irion","Texas",660,90,86.8,11.8,91.6,50357
"Iron","Michigan",3675,2004,62.2,33.9,97.1,34685
"Iron","Missouri",3173,933,74.5,21.9,96.4,36387
"Iron","Utah",2671,667,65.6,16.4,90.7,42369
"Iron","Wisconsin",2090,1273,60.1,36.6,97.9,39051
"Iroquois","Illinois",9728,2496,75.3,19.3,94.7,47079
"Irwin","Georgia",2711,890,74.1,24.3,71.4,40771
"Isabella","Michigan",12338,11404,48.7,45,89.2,36372
"Isanti","Minnesota",13635,5656,65.3,27.1,96,57353
"Island","Washington",16104,18728,42.8,49.8,86.1,58455
"Isle of Wight","Virginia",11971,7673,58.4,37.5,71.8,63942
"Issaquena","Mississippi",298,395,42.6,56.5,34.6,24767
"Itasca","Minnesota",12920,9015,54.6,38.1,93.6,46912
"Itawamba","Mississippi",8385,1100,87,11.4,92.4,36073
"Izard","Arkansas",4042,1111,74.2,20.4,95.8,30661
"Jack","Texas",2973,314,89,9.4,87.5,49038
"Jackson","Alabama",16643,3663,80.1,17.6,90.8,37634
"Jackson","Arkansas",3262,1583,63.3,30.7,79.8,30284
"Jackson","Colorado",628,171,72.9,19.8,92.5,43606
"Jackson","Florida",14231,6383,67.8,30.4,69.1,36809
"Jackson","Georgia",21754,4469,80.4,16.5,86.8,53179
"Jackson","Illinois",10889,11619,44.4,47.4,77.8,33479
"Jackson","Indiana",12857,3843,73.3,21.9,94.5,46501
"Jackson","Iowa",5821,3837,57,37.6,97.4,46467
"Jackson","Kansas",3888,1489,67.9,26,87.2,54546
"Jackson","Kentucky",4889,482,88.9,8.8,98.9,26156
"Jackson","Louisiana",5169,2139,69.3,28.7,68.1,37388
"Jackson","Michigan",39793,25795,57.2,37.1,87.7,46615
"Jackson","Mississippi",31204,13087,68.6,28.8,72.1,51681
"Jackson","Mississippi",31204,13087,68.6,28.8,72.1,48943
"Jackson","Mississippi",31204,13087,68.6,28.8,72.1,51681
"Jackson","Mississippi",31204,13087,68.6,28.8,72.1,48943
"Jackson","Missouri",114777,163723,39,55.7,66.9,47015
"Jackson","North Carolina",9706,7564,53.9,42,83.2,36951
"Jackson","Ohio",9618,3142,72.6,23.7,97.1,36356
"Jackson","Oklahoma",5969,1473,76.5,18.9,72.8,42824
"Jackson","Oregon",53083,43550,51.1,42,88.7,44005
"Jackson","South Dakota",722,323,65.9,29.5,42.7,46224
"Jackson","Tennessee",3229,1129,72.6,25.4,97.8,33386
"Jackson","Texas",4266,904,80.9,17.1,81.3,49528
"Jackson","West Virginia",8959,2648,74,21.9,98.2,40376
"Jackson","Wisconsin",4907,3821,53.3,41.5,89.3,44149
"Jasper","Georgia",4353,1544,72.4,25.7,73.9,42192
"Jasper","Illinois",3973,924,77.8,18.1,98.6,52233
"Jasper","Indiana",9382,3329,70.4,25,95.8,57500
"Jasper","Iowa",10556,7108,56.2,37.9,96.7,50513
"Jasper","Mississippi",4032,4367,47.6,51.6,46.3,31170
"Jasper","Missouri",35058,10565,72.8,21.9,88.2,40399
"Jasper","South Carolina",6100,7789,42.9,54.8,43,36413
"Jasper","Texas",10578,2582,79.2,19.3,77.7,40417
"Jay","Indiana",5697,1889,71.6,23.7,97,40235
"Jeff Davis","Georgia",4102,901,80.6,17.7,76.1,36296
"Jeff Davis","Texas",694,422,59.1,35.9,90.2,49056
"Jefferson","Alabama",130614,151581,45,52.2,53,45429
"Jefferson","Arkansas",9231,15721,35.7,60.9,42,37140
"Jefferson","Colorado",130233,151885,42.1,49.1,88.4,68984
"Jefferson","Florida",3930,3537,51.4,46.3,60.4,44170
"Jefferson","Georgia",3057,3809,44.1,54.9,42.6,26968
"Jefferson","Idaho",8436,976,73.5,8.5,91.2,52023
"Jefferson","Illinois",11681,4408,69.5,26.2,88.4,42981
"Jefferson","Indiana",8538,4325,63.4,32.1,95.2,43795
"Jefferson","Iowa",3738,3702,46.7,46.3,87.6,48814
"Jefferson","Kansas",5112,2483,62.7,30.5,96.3,56875
"Jefferson","Kentucky",143758,190824,40.7,54.1,72.7,46959
"Jefferson","Louisiana",100292,73540,55.3,40.5,62.9,48261
"Jefferson","Mississippi",489,3337,12.7,86.5,13.7,26028
"Jefferson","Missouri",68973,31546,65.1,29.8,96.5,54845
"Jefferson","Montana",4099,1975,62.5,30.1,95.5,60863
"Jefferson","Nebraska",2387,831,69.6,24.2,97,44843
"Jefferson","New York",19947,12289,58.2,35.9,88.7,46484
"Jefferson","Ohio",20668,9483,65.9,30.3,91.9,40577
"Jefferson","Oklahoma",1905,365,81.2,15.6,84.4,34701
"Jefferson","Oregon",5337,2892,60.1,32.6,69,43373
"Jefferson","Pennsylvania",14533,3437,78.3,18.5,98.3,41262
"Jefferson","Tennessee",14760,3490,77.7,18.4,94.5,39745
"Jefferson","Texas",42828,42404,49,48.5,52.2,42568
"Jefferson","Washington",5518,11472,30.1,62.6,91,46320
"Jefferson","West Virginia",13144,9458,54.8,39.4,87.6,65304
"Jefferson","Wisconsin",23409,16559,55.3,39.1,94,53454
"Jefferson Davis","Louisiana",10775,3080,75.5,21.6,79.5,41622
"Jefferson Davis","Mississippi",2462,3703,39.6,59.6,38.7,27186
"Jenkins","Georgia",1892,1108,62.4,36.5,54.9,26104
"Jennings","Indiana",8222,2364,74,21.3,96.8,44128
"Jerauld","South Dakota",648,264,67,27.3,97,46591
"Jerome","Idaho",7347,2117,68.9,19.8,80,40126
"Jersey","Illinois",7737,2673,70.9,24.5,97.6,53954
"Jessamine","Kentucky",15474,6144,66.4,26.4,92.9,49024
"Jewell","Kansas",1204,180,81.2,12.1,97.3,39884
"Jim Hogg","Texas",430,1635,20.3,77.2,87.9,36121
"Jim Wells","Texas",5411,6688,43.8,54.2,87.2,40585
"Jo Daviess","Illinois",6113,4452,54.7,39.8,97.2,50817
"Johnson","Arkansas",6072,2421,66.8,26.6,87.2,31003
"Johnson","Georgia",2519,1136,68.4,30.9,63.1,36722
"Johnson","Illinois",4644,1135,77.2,18.9,89,40760
"Johnson","Indiana",45456,17318,68.6,26.1,93.9,61231
"Johnson","Iowa",20993,49942,27.8,66,85.6,53424
"Johnson","Kansas",133907,126324,47.9,45.2,86,74717
"Johnson","Kentucky",8043,1250,84,13.1,98.4,34090
"Johnson","Missouri",13702,5924,65,28.1,90,47223
"Johnson","Nebraska",1348,560,65.7,27.3,87.1,42364
"Johnson","Tennessee",5400,988,82.4,15.1,96.2,29609
"Johnson","Texas",44370,10976,77.5,19.2,87.2,57535
"Johnson","Wyoming",3477,638,79.9,14.7,96.5,57004
"Johnston","North Carolina",54082,28153,64,33.3,74.2,49711
"Johnston","Oklahoma",3081,782,77,19.5,73.1,36192
"Jones","Georgia",8304,3960,66.3,31.6,73.2,51497
"Jones","Iowa",5718,3779,57.1,37.7,96.4,55041
"Jones","Mississippi",20076,7748,71.1,27.4,67.2,38074
"Jones","North Carolina",2941,2041,58.4,40.5,63,36213
"Jones","South Dakota",450,69,80.6,12.4,95.6,44808
"Jones","Texas",4815,935,81.2,15.8,71.2,41297
"Josephine","Oregon",26582,13223,62.4,31,92.4,37733
"Juab","Utah",2750,434,67.8,10.7,95.9,55247
"Judith Basin","Montana",867,232,72.7,19.5,98.3,41932
"Juneau","Wisconsin",7188,4100,61.2,34.9,94,45297
"Juniata","Pennsylvania",8234,1810,79.2,17.4,96.8,46163
"Kalamazoo","Michigan",51031,67142,40.5,53.3,81.7,45775
"Kalkaska","Michigan",6213,2279,69.7,25.5,96.8,40140
"Kanabec","Minnesota",5230,2327,64.4,28.6,97,47068
"Kanawha","West Virginia",43464,27985,58,37.3,89.1,46085
"Kandiyohi","Minnesota",12785,7266,59.1,33.6,92.8,50149
"Kane","Illinois",82087,99389,42.4,51.4,74.6,69530
"Kane","Utah",2083,717,64,22,95.7,48540
"Kankakee","Illinois",25081,18908,53.9,40.6,77.6,50102
"Karnes","Texas",2959,1144,70.7,27.3,70.2,42862
"Kauai","Hawaii",7574,16456,28.8,62.5,33,62052
"Kaufman","Texas",29537,10265,72.1,25,79.1,61194
"Kay","Oklahoma",12168,3734,72.5,22.2,80.2,41012
"Kearney","Nebraska",2519,550,77.7,17,96.8,56466
"Kearny","Kansas",1048,224,79.1,16.9,87.3,52264
"Keith","Nebraska",3203,560,81.2,14.2,95.7,41970
"Kemper","Mississippi",1778,2827,38.3,60.9,35.3,29003
"Kendall","Illinois",24152,23392,47.5,46,83.6,81765
"Kendall","Texas",15663,3633,78.6,18.2,90.7,73410
"Kenedy","Texas",84,99,45.2,53.2,87.5,43438
"Kennebec","Maine",31753,29296,48.1,44.4,96.2,46808
"Kenosha","Wisconsin",36025,35770,47.5,47.2,83.8,54930
"Kent","Delaware",36989,33347,49.8,44.9,67.8,55149
"Kent","Maryland",4598,4178,50.2,45.6,80.1,56259
"Kent","Michigan",147959,138567,48.3,45.2,79.9,51667
"Kent","Rhode Island",36147,34585,48.5,46.4,93.4,62279
"Kent","Texas",360,59,83.1,13.6,93.2,46875
"Kenton","Kentucky",42958,24213,59.7,33.7,91,54270
"Keokuk","Iowa",3385,1265,69.7,26,98.4,42167
"Kern","California",95064,64980,56.3,38.5,59.5,48552
"Kerr","Texas",17658,4665,76.5,20.2,87.7,43601
"Kershaw","South Carolina",17464,10293,60.5,35.6,71.3,43765
"Kewaunee","Wisconsin",6616,3623,61.6,33.7,97,53588
"Keweenaw","Michigan",814,527,57,36.9,98.5,39038
"Keya Paha","Nebraska",458,39,89.1,7.6,99.2,36923
"Kidder","North Dakota",1106,179,81.4,13.2,96.3,50000
"Kimball","Nebraska",1317,227,80.5,13.9,94.2,42180
"Kimble","Texas",1697,206,87.2,10.6,91.5,43424
"King","Texas",149,5,93.7,3.1,93.7,65000
"King","Washington",139008,480415,21.3,73.7,68.7,71811
"King and Queen","Virginia",2059,1451,57,40.1,67.1,48372
"King George","Virginia",7338,4002,61.3,33.4,76.7,81753
"King William","Virginia",5963,2752,65.6,30.3,77.2,62670
"Kingfisher","Oklahoma",5151,783,84.1,12.8,84.5,54666
"Kingman","Kansas",2507,594,76.4,18.1,96.9,47466
"Kings","California",13158,9077,56,38.6,54.3,48133
"Kings","New York",133653,595086,17.9,79.7,42.8,46085
"Kingsbury","South Dakota",1680,703,65.9,27.6,98.1,51373
"Kinney","Texas",936,457,65.7,32.1,88.6,33257
"Kiowa","Colorado",726,91,85.1,10.7,96.3,40813
"Kiowa","Kansas",855,111,83.6,10.9,95.6,44650
"Kiowa","Oklahoma",2593,766,74.3,22,80.2,36281
"Kit Carson","Colorado",2894,526,80.1,14.6,88.5,44157
"Kitsap","Washington",37038,49841,39.1,52.5,82.6,62413
"Kittitas","Washington",7136,5224,54.5,39.9,89.3,42982
"Kittson","Minnesota",1349,823,57.1,34.8,98.5,48875
"Klamath","Oregon",20170,7080,69,24.2,85.9,39627
"Kleberg","Texas",4364,4713,46,49.7,79.9,40566
"Klickitat","Washington",3889,2906,54,40.3,87.7,41694
"Knott","Kentucky",4357,1245,75.6,21.6,98.3,33889
"Knox","Illinois",10658,9939,48.5,45.3,87.5,40667
"Knox","Indiana",11077,3772,71.5,24.4,94.9,42119
"Knox","Kentucky",9885,1761,82.3,14.7,97.1,24038
"Knox","Maine",9148,12440,39.7,54,97.1,49755
"Knox","Missouri",1413,379,75.7,20.3,98,34481
"Knox","Nebraska",3181,715,78.3,17.6,89.1,42230
"Knox","Ohio",18563,7959,66.9,28.7,96.7,49750
"Knox","Tennessee",105724,62861,59,35.1,85.6,47694
"Knox","Texas",1078,247,79.4,18.2,76.4,34295
"Koochiching","Minnesota",3569,2306,56.5,36.5,94.6,41108
"Kootenai","Idaho",44449,16264,67.1,24.5,94.5,49002
"Kosciusko","Indiana",23909,6311,74.9,19.8,93.3,50859
"Kossuth","Iowa",5637,2529,66.3,29.7,97.9,51812
"La Crosse","Wisconsin",26384,32402,42,51.6,92.1,51339
"La Paz","Arizona",3381,1318,68.6,26.7,69.8,35776
"La Plata","Colorado",12471,15300,40.6,49.8,86.8,58080
"La Salle","Louisiana",5835,605,88.8,9.2,85.2,42528
"La Salle","Texas",870,1125,42.5,54.9,89.7,26756
"Labette","Kansas",5232,2234,66.1,28.2,88,40916
"Lac qui Parle","Minnesota",2294,1301,59.8,33.9,97.6,48468
"Lackawanna","Pennsylvania",48102,51593,46.8,50.2,92,46044
"Laclede","Missouri",12834,2543,80.4,15.9,95.7,39013
"Lafayette","Arkansas",1750,1028,61.5,36.1,60.7,29732
"Lafayette","Florida",2795,515,82.8,15.3,77.4,39722
"Lafayette","Louisiana",68191,32726,64.6,31,69.4,51462
"Lafayette","Mississippi",10872,7968,55.4,40.6,71.8,43328
"Lafayette","Missouri",10977,4047,69.4,25.6,94.1,50527
"Lafayette","Wisconsin",3977,3288,52.3,43.3,96.8,49107
"Lafourche","Louisiana",31958,8423,76.7,20.2,79.4,50572
"LaGrange","Indiana",7025,2080,73.5,21.8,96.6,47617
"Lake","California",5752,6240,44.1,47.8,80.5,36548
"Lake","Colorado",1264,1600,39.8,50.4,80.7,44610
"Lake","Florida",101888,62597,60,36.8,82,45035
"Lake","Illinois",108608,168186,37,57.3,75.1,77469
"Lake","Indiana",75565,116896,37.7,58.4,64.4,49035
"Lake","Michigan",3159,1939,59.3,36.4,87,29379
"Lake","Minnesota",2932,3077,45.3,47.5,97.7,46939
"Lake","Montana",7453,4703,57.6,36.3,69.4,38019
"Lake","Ohio",62627,45056,55.5,39.9,92.5,56018
"Lake","Oregon",3001,628,78.7,16.5,90.3,33611
"Lake","South Dakota",4038,2314,59.5,34.1,96.2,48936
"Lake","Tennessee",1357,577,68.9,29.3,70.1,27115
"Lake of the Woods","Minnesota",1540,553,69.1,24.8,95.8,44069
"Lamar","Alabama",5819,1035,84,14.9,86.7,36028
"Lamar","Georgia",5183,2267,68.4,29.9,66,41016
"Lamar","Mississippi",18493,5044,76.5,20.9,77.3,51154
"Lamar","Texas",14546,3579,78.5,19.3,79.3,40104
"Lamb","Texas",3040,770,77.8,19.7,74.4,36727
"Lamoille","Vermont",3569,7181,30.8,62,96.7,52686
"LaMoure","North Dakota",1475,500,69.7,23.6,98.5,53691
"Lampasas","Texas",6371,1479,78.2,18.1,85.3,49277
"Lancaster","Nebraska",60456,60533,46.6,46.6,87.1,51574
"Lancaster","Pennsylvania",137145,90066,57.3,37.7,88.6,56483
"Lancaster","South Carolina",23598,13718,60.9,35.4,71.5,42217
"Lancaster","Virginia",3520,2862,53.3,43.4,70.1,49248
"Lander","Nevada",1828,403,75.8,16.7,84,72742
"Lane","Kansas",684,104,82.3,12.5,95.2,53021
"Lane","Oregon",66218,100497,36.6,55.5,88.3,42931
"Langlade","Wisconsin",6436,3260,63.8,32.3,96.4,42389
"Lanier","Georgia",1984,805,69.3,28.1,70.6,39452
"Lapeer","Michigan",30037,12734,66.6,28.2,95.5,52939
"LaPorte","Indiana",22678,19795,50.4,44,84.1,47538
"Laramie","Wyoming",24844,11572,62.2,29,88.5,55864
"Larimer","Colorado",73080,82143,42.8,48.1,90.5,58626
"Larue","Kentucky",4799,1278,75.4,20.1,93.9,39753
"Las Animas","Colorado",3656,2614,54.6,39.1,83.6,42261
"LaSalle","Illinois",26269,19277,54.2,39.8,93.2,52640
"Lassen","California",6155,1881,72.3,22.1,73.2,53107
"Latah","Idaho",7255,8093,40,44.6,92.8,41735
"Latimer","Oklahoma",3094,797,76.4,19.7,70.2,40970
"Lauderdale","Alabama",27735,9877,71.5,25.4,86.4,42844
"Lauderdale","Mississippi",17574,10910,60.7,37.7,54.8,36203
"Lauderdale","Tennessee",4884,3656,56.3,42.1,62,32326
"Laurel","Kentucky",20592,3440,83,13.9,97,36570
"Laurens","Georgia",12401,6737,63.8,34.6,60.6,34793
"Laurens","South Carolina",16770,8845,63.3,33.4,70.4,37383
"Lavaca","Texas",7339,1170,85,13.6,86,44149
"Lawrence","Alabama",10732,3611,73.4,24.7,77.6,38551
"Lawrence","Arkansas",4064,1263,71.5,22.2,97.3,32239
"Lawrence","Illinois",4517,1288,74.8,21.3,87.3,40145
"Lawrence","Indiana",14034,4210,73.6,22.1,97.3,42627
"Lawrence","Kentucky",4816,1045,79.7,17.3,98.5,33525
"Lawrence","Mississippi",4072,2181,64.3,34.5,66.7,38393
"Lawrence","Missouri",13084,2898,78.5,17.4,93.6,39334
"Lawrence","Ohio",18240,6849,70.3,26.4,95.9,41552
"Lawrence","Pennsylvania",25323,13933,62.4,34.4,93.8,43546
"Lawrence","South Dakota",7411,3356,62.6,28.3,94.4,43273
"Lawrence","Tennessee",12419,2821,79.3,18,95.7,37368
"Le Flore","Oklahoma",13346,3245,77.6,18.9,75.1,36542
"Le Sueur","Minnesota",9182,4623,61.8,31.1,95.5,58922
"Lea","New Mexico",12306,3877,70.5,22.2,75,50694
"Leake","Mississippi",4775,3579,56.6,42.4,49.5,32521
"Leavenworth","Kansas",17387,10064,58.6,33.9,83.8,63435
"Lebanon","Pennsylvania",38804,17860,65.9,30.3,91,54818
"Lee","Alabama",34321,20987,59.5,36.4,71.3,43542
"Lee","Arkansas",1229,1735,40.7,57.5,42,25034
"Lee","Florida",191141,124725,58.7,38.3,83,47439
"Lee","Georgia",10641,3166,75.4,22.4,76.9,60104
"Lee","Illinois",8597,5499,56.5,36.1,90.9,50060
"Lee","Iowa",8762,6195,55.1,39,93.5,42469
"Lee","Kentucky",2151,444,80.7,16.6,96.4,22920
"Lee","Mississippi",21695,9635,67.9,30.1,69.3,42074
"Lee","North Carolina",13625,10380,55.2,42.1,66.9,44819
"Lee","South Carolina",2789,5170,34.4,63.7,33.4,27373
"Lee","Texas",4996,1372,76.6,21,78.9,51534
"Lee","Virginia",7542,1627,80.6,17.4,94.2,31308
"Leelanau","Michigan",7239,6774,49.1,45.9,93.1,55018
"Leflore","Mississippi",2757,6677,28.8,69.8,24.9,24480
"Lehigh","Pennsylvania",70285,77087,45.9,50.4,79.1,54923
"Lemhi","Idaho",3011,733,74,18,96.4,34122
"Lenawee","Michigan",26428,16750,57.6,36.5,92.3,47766
"Lenoir","North Carolina",13354,11752,52.4,46.1,53.4,35770
"Leon","Florida",53777,91936,35.4,60.5,63,46369
"Leon","Texas",6391,909,86.3,12.3,84.9,44452
"Leslie","Kentucky",4015,400,89.4,8.9,98.8,29293
"Letcher","Kentucky",7293,1542,79.8,16.9,98.8,31200
"Levy","Florida",13758,5091,71,26.3,85.5,34348
"Lewis","Idaho",1202,270,75.6,17,90.3,36000
"Lewis","Kentucky",4363,785,82.4,14.8,98.9,28388
"Lewis","Missouri",3343,933,75.1,21,94.4,42071
"Lewis","New York",6916,2828,67.1,27.4,97.7,46840
"Lewis","Tennessee",3579,890,77.8,19.3,95.8,34397
"Lewis","Washington",10221,4863,64.2,30.5,89.7,42860
"Lewis","West Virginia",5245,1336,76.2,19.4,97.9,36199
"Lewis and Clark","Montana",16665,14331,49.3,42.4,94,56243
"Lexington","South Carolina",79866,35143,65.6,28.8,79.3,54061
"Lexington","Virginia",766,1514,31.3,61.8,85.2,36505
"Liberty","Florida",2542,651,77.1,19.8,77.3,39681
"Liberty","Georgia",6125,9531,38.1,59.3,47.1,43832
"Liberty","Montana",695,205,73,21.5,98.2,44493
"Liberty","Texas",18856,4851,78.1,20.1,77.2,47228
"Licking","Ohio",49346,26360,62.1,33.2,93.2,55114
"Limestone","Alabama",28824,9340,73.2,23.7,80.3,48619
"Limestone","Texas",5747,1748,75.1,22.9,69,38823
"Lincoln","Arkansas",2455,1252,64.2,32.7,66.6,32697
"Lincoln","Colorado",1873,399,78,16.6,89,41910
"Lincoln","Georgia",2759,1271,67.3,31,65.7,35625
"Lincoln","Idaho",1184,360,67.7,20.6,80.1,42433
"Lincoln","Kansas",1168,214,80.7,14.8,97.4,40811
"Lincoln","Kentucky",7338,1865,76.7,19.5,95.2,33651
"Lincoln","Louisiana",10761,7102,57.7,38.1,55.2,35769
"Lincoln","Maine",9727,10241,45.4,47.8,97.6,50181
"Lincoln","Minnesota",1930,860,64.3,28.6,98,47861
"Lincoln","Mississippi",10550,4458,69.4,29.3,68.4,36498
"Lincoln","Missouri",18111,5561,72.9,22.4,95,52835
"Lincoln","Montana",6720,2040,72.5,22,95.9,33333
"Lincoln","Nebraska",11992,2878,76.5,18.4,94.3,48158
"Lincoln","Nevada",1671,285,78.4,13.4,91.1,40143
"Lincoln","New Mexico",5889,2329,66.2,26.2,85.1,43014
"Lincoln","North Carolina",28653,9836,72.6,24.9,89.4,48940
"Lincoln","Oklahoma",10838,2423,77.4,17.3,85.9,42668
"Lincoln","Oregon",9901,12300,41.2,51.2,87.7,42365
"Lincoln","South Dakota",15499,8076,61.4,32,96.1,74751
"Lincoln","Tennessee",10375,2550,78.2,19.2,89.4,41571
"Lincoln","Washington",4056,1222,72.1,21.7,95,47195
"Lincoln","West Virginia",5257,1435,75.2,20.5,99,35487
"Lincoln","Wisconsin",8400,5370,57.7,36.9,97.2,49021
"Lincoln","Wyoming",6779,1105,80.7,13.2,95.4,64205
"Linn","Iowa",48183,58481,42,51,90.8,57260
"Linn","Kansas",3377,721,78.9,16.8,96.4,45519
"Linn","Missouri",4084,1239,73.3,22.2,97.2,38250
"Linn","Oregon",32683,17456,59.7,31.9,90.6,46939
"Lipscomb","Texas",1159,135,87.7,10.2,86.2,57978
"Litchfield","Connecticut",53450,39774,54.9,40.8,93.9,71338
"Little River","Arkansas",3604,1397,68.3,26.5,75.5,39673
"Live Oak","Texas",3450,739,80.9,17.3,87.7,42829
"Livingston","Illinois",10197,4005,67.5,26.5,91.8,54614
"Livingston","Kentucky",3570,887,76.9,19.1,97.9,40313
"Livingston","Louisiana",48797,6950,84.6,12,91.9,56811
"Livingston","Michigan",65665,34378,62.2,32.6,96.7,72359
"Livingston","Missouri",4879,1265,76.1,19.7,95.4,40116
"Livingston","New York",17112,10478,58.5,35.8,93.8,53518
"Llano","Texas",8283,1825,79.8,17.6,94.9,44094
"Logan","Arkansas",5737,1712,72.5,21.6,93.2,34996
"Logan","Colorado",7272,1843,75,19,89,40415
"Logan","Illinois",8167,3301,67.3,27.2,89.1,47133
"Logan","Kansas",1124,149,83.4,11.1,96,41765
"Logan","Kentucky",7778,2755,71.4,25.3,90.1,36590
"Logan","Nebraska",400,32,88.7,7.1,98.4,44417
"Logan","North Dakota",867,112,84.2,10.9,98.4,49076
"Logan","Ohio",15586,4537,74.2,21.6,95.3,47542
"Logan","Oklahoma",13613,4239,71.8,22.4,81,53591
"Logan","West Virginia",9866,2082,80.1,16.9,96.5,36999
"Long","Georgia",2623,1356,63.8,33,62.4,42651
"Lonoke","Arkansas",19902,5638,73.7,20.9,89.8,52582
"Lorain","Ohio",65346,64958,47.8,47.5,84.8,51816
"Los Alamos","New Mexico",3329,5443,31.1,50.8,87.8,106686
"Los Angeles","California",525308,1601382,23.4,71.5,50.3,55909
"Loudon","Tennessee",17588,4916,75.5,21.1,93.4,51074
"Loudoun","Virginia",69633,99909,38.6,55.4,68.7,122238
"Louisa","Iowa",3060,1643,61.9,33.2,90.2,50583
"Louisa","Virginia",10507,6208,60,35.5,78.4,54518
"Loup","Nebraska",323,48,84.6,12.6,98.9,38125
"Love","Oklahoma",2920,735,77.1,19.4,78.8,43260
"Loving","Texas",57,4,89.1,6.3,79.3,68750
"Lowndes","Alabama",1751,4882,26.2,73.1,25.3,26230
"Lowndes","Georgia",21308,14614,57.9,39.7,58.1,37365
"Lowndes","Mississippi",13124,11545,52.2,45.9,54,37868
"Lubbock","Texas",65566,27956,66.9,28.5,77.3,44397
"Lucas","Iowa",2873,1236,66.9,28.8,98.6,43288
"Lucas","Ohio",74102,107363,38.7,56,74,41556
"Luce","Michigan",1756,681,68.2,26.4,80.4,39469
"Lumpkin","Georgia",9613,2216,78,18,94.4,43775
"Luna","New Mexico",3478,3195,47.7,43.8,77.7,29282
"Lunenburg","Virginia",3206,2226,57.5,39.9,60.8,35237
"Luzerne","Pennsylvania",77508,51454,58.4,38.8,90.7,44402
"Lycoming","Pennsylvania",35475,12926,70.5,25.7,92.6,45430
"Lyman","South Dakota",977,369,68.8,26,58.3,47596
"Lynchburg","Virginia",17979,14787,50.9,41.8,64.4,38138
"Lynn","Texas",1546,403,77.4,20.2,80.3,44375
"Lyon","Iowa",5188,917,81.9,14.5,97.9,52152
"Lyon","Kansas",6354,4456,54.1,37.9,83.5,38981
"Lyon","Kentucky",2789,1045,70.4,26.4,93,40112
"Lyon","Minnesota",7258,3825,59.8,31.5,90.3,49594
"Lyon","Nevada",16005,6146,67.4,25.9,85,46137
"Mackinac","Michigan",3740,2085,61.4,34.2,76.5,38704
"Macomb","Michigan",224589,176238,53.6,42.1,85.4,53451
"Macon","Alabama",1394,7237,15.9,82.7,15.5,30724
"Macon","Georgia",1540,2705,35.9,63.1,35.1,30240
"Macon","Illinois",26782,18211,56.6,38.5,79.3,46559
