"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Wilkinson","Georgia",2332,1893,54.5,44.3,58.5,36173
"Wilkinson","Mississippi",1305,2826,31.3,67.7,28.7,33618
"Will","Illinois",129726,146230,44.6,50.2,76,76147
"Willacy","Texas",1541,3416,30.3,67.2,85.8,25886
"Williams","North Dakota",10033,1722,80.1,13.7,92.1,76210
"Williams","Ohio",11706,4287,69.1,25.3,95.9,43089
"Williamsburg","South Carolina",4863,9949,32.3,66.1,31.8,25849
"Williamsburg","Virginia",1921,5199,25.5,69,74,48616
"Williamson","Illinois",21503,8539,68.4,27.2,92.7,43125
"Williamson","Tennessee",68160,30992,65.1,29.6,89.4,89779
"Williamson","Texas",104029,84252,51.9,42,78.1,71803
"Wilson","Kansas",2747,550,78.9,15.8,95.6,38917
"Wilson","North Carolina",17410,19527,46.3,51.9,52,39204
"Wilson","Tennessee",39304,14356,69.8,25.5,88.9,60390
"Wilson","Texas",13991,4790,72.7,24.9,89.1,64571
"Winchester","Virginia",4786,5161,45.3,48.8,74.5,44200
"Windham","Connecticut",25732,21767,50.8,42.9,89.6,59333
"Windham","Vermont",5461,14340,25.8,67.8,95.3,50234
"Windsor","Vermont",8604,17544,30.9,63,96.3,52460
"Winkler","Texas",1403,420,74.9,22.4,73.7,48992
"Winn","Louisiana",4605,1643,72.3,25.8,66.8,34322
"Winnebago","Illinois",53922,52595,47.7,46.5,77.4,47072
"Winnebago","Iowa",3437,1920,60.1,33.6,96.1,45603
"Winnebago","Wisconsin",43447,37054,50.6,43.1,92.5,51010
"Winneshiek","Iowa",5332,5238,47.5,46.7,96.6,53122
"Winona","Minnesota",12122,11366,46.9,44,94.4,47468
"Winston","Alabama",9225,871,90,8.5,95.6,32900
"Winston","Mississippi",4874,3778,55.6,43.1,51.9,30821
"Wirt","West Virginia",1903,383,79,15.9,98.5,34702
"Wise","Texas",20655,3412,83.8,13.8,88.7,56005
"Wise","Virginia",11983,2687,79.9,17.9,93,36218
"Wolfe","Kentucky",1804,753,68.5,28.6,98.8,22574
"Wood","Ohio",31734,26440,50.9,42.4,92.8,52069
"Wood","Texas",15681,2624,84.1,14.1,88.7,43649
"Wood","West Virginia",25168,8327,71.4,23.6,96.4,42287
"Wood","Wisconsin",21502,14232,57,37.7,95,47685
"Woodbury","Iowa",24627,16102,57.4,37.5,83.6,45856
"Woodford","Illinois",13180,5068,68,26.1,97.4,66639
"Woodford","Kentucky",7697,4958,56.8,36.6,89.7,57580
"Woodruff","Arkansas",1344,1117,52.4,43.5,69.9,28259
"Woods","Oklahoma",2945,521,80.4,14.2,88.4,51619
"Woodson","Kansas",1063,270,74.9,19,95.5,33839
"Woodward","Oklahoma",6329,871,83.6,11.5,86.7,51867
"Worcester","Maryland",15910,8783,62.2,34.3,82,57952
"Worcester","Massachusetts",157138,197126,41.2,51.7,85.6,65223
"Worth","Georgia",6144,2015,74.3,24.4,70.3,35792
"Worth","Iowa",2443,1523,57.9,36.1,97.9,50476
"Worth","Missouri",808,195,77.2,18.6,97.7,39348
"Wright","Iowa",3790,1890,63.7,31.8,94.8,45205
"Wright","Minnesota",43274,20336,62.6,29.4,95,71598
"Wright","Missouri",6703,1166,82.9,14.4,97.2,28645
"Wyandot","Ohio",7346,2484,70.7,23.9,96.9,44448
"Wyandotte","Kansas",15520,29346,32.7,61.8,54.6,39402
"Wyoming","New York",11884,3585,73,22,91.6,51100
"Wyoming","Pennsylvania",8375,3573,67.4,28.8,97.4,48482
"Wyoming","West Virginia",6527,1061,83.6,13.6,98.2,34454
"Wythe","Virginia",10044,2765,75.8,20.9,95.1,41275
"Yadkin","North Carolina",13815,3140,79.6,18.1,88.5,40371
"Yakima","Washington",23890,15883,57.3,38.1,63.7,43506
"Yalobusha","Mississippi",3366,2574,55.6,42.5,60.5,32930
"Yamhill","Oregon",22589,18635,50.1,41.3,85.4,54535
"Yancey","North Carolina",6367,3181,64.9,32.4,95.2,38579
"Yankton","South Dakota",5654,3301,58.8,34.3,92.8,52578
"Yates","New York",5180,3219,57.7,35.9,97.2,49335
"Yavapai","Arizona",58573,29492,63.5,32,89.3,42987
"Yazoo","Mississippi",4568,5221,46.2,52.8,40,26336
"Yell","Arkansas",4600,1472,71.6,22.9,86.7,35535
"Yellow Medicine","Minnesota",3332,1524,64.1,29.3,93.9,52510
"Yellowstone","Montana",38675,21117,59.6,32.5,90.7,51342
"Yoakum","Texas",1797,426,78.2,18.5,74.5,49340
"Yolo","California",13178,34460,26,68.1,63.2,55918
"York","Maine",50388,55828,44.2,49,96.4,57348
"York","Nebraska",4686,1181,74.9,18.9,95,49633
"York","Pennsylvania",126933,67428,62.5,33.2,88.5,58745
"York","South Carolina",66245,41230,58.4,36.4,74.8,53740
"York","Virginia",18823,12989,55.3,38.1,76.4,82073
"Young","Texas",6587,873,86,11.4,90.3,44429
"Yuba","California",8869,5115,59.4,34.3,68.4,44902
"Yuma","Arizona",20586,18336,50.5,45,70.4,41595
"Yuma","Colorado",3755,701,80.5,15,88.2,44308
"Zapata","Texas",1028,2056,32.8,65.6,93.6,31109
"Zavala","Texas",692,2633,20.4,77.7,88.2,25625
"Ziebach","South Dakota",368,352,48,46,21.8,32708
